datum,ritnummer,haltenaam,haltevolgorde,aantal uitstappers,aantal instappers,time,passenger_count,percentage_out
22-9-2017,1227,Galgenwaard,3,0,0,897,0,0
22-9-2017,1227,Kromme Rijn,4,6,0,899,0,0
22-9-2017,1227,Padualaan,5,7,0,901,0,0
22-9-2017,1227,Heidelberglaan,6,11,0,904,0,0
22-9-2017,1227,UMC,7,2,0,905,0,0
22-9-2017,1227,WKZ,8,0,0,907,0,0
25-9-2017,1227,Centraal Station,0,0,59,889,0,0
25-9-2017,1227,Vaartsche Rijn,1,61,22,894,59,1.0338983050847457
25-9-2017,1227,Galgenwaard,3,1,0,899,20,0.05
25-9-2017,1227,Kromme Rijn,4,1,0,902,19,0.05263157894736842
25-9-2017,1227,Padualaan,5,22,0,905,18,1.2222222222222223
25-9-2017,1227,Heidelberglaan,6,27,1,907,0,0
25-9-2017,1227,UMC,7,3,0,909,0,0
25-9-2017,1227,WKZ,8,3,0,910,0,0
26-9-2017,1227,Centraal Station,0,0,23,890,0,0
26-9-2017,1227,Vaartsche Rijn,1,66,24,896,23,2.869565217391304
26-9-2017,1227,Galgenwaard,3,1,0,900,0,0
26-9-2017,1227,Kromme Rijn,4,2,4,902,0,0
26-9-2017,1227,Padualaan,5,7,0,905,2,3.5
26-9-2017,1227,Heidelberglaan,6,14,0,907,0,0
26-9-2017,1227,UMC,7,1,0,908,0,0
26-9-2017,1227,WKZ,8,0,0,910,0,0
27-9-2017,1227,Centraal Station,0,0,21,889,0,0
27-9-2017,1227,Vaartsche Rijn,1,70,26,894,21,3.3333333333333335
27-9-2017,1227,Galgenwaard,3,2,0,898,0,0
27-9-2017,1227,Kromme Rijn,4,0,0,900,0,0
27-9-2017,1227,Padualaan,5,9,0,902,0,0
27-9-2017,1227,Heidelberglaan,6,7,1,903,0,0
27-9-2017,1227,UMC,7,2,0,904,0,0
27-9-2017,1227,WKZ,8,1,0,906,0,0
28-9-2017,1227,Centraal Station,0,0,50,890,0,0
28-9-2017,1227,Vaartsche Rijn,1,72,27,896,50,1.44
28-9-2017,1227,Galgenwaard,3,8,1,900,5,1.6
28-9-2017,1227,Kromme Rijn,4,2,0,903,0,0
28-9-2017,1227,Padualaan,5,8,0,905,0,0
28-9-2017,1227,Heidelberglaan,6,19,0,907,0,0
28-9-2017,1227,UMC,7,11,0,909,0,0
28-9-2017,1227,WKZ,8,0,0,910,0,0
29-9-2017,1227,Centraal Station,0,0,14,890,0,0
29-9-2017,1227,Vaartsche Rijn,1,74,26,894,14,5.285714285714286
29-9-2017,1227,Galgenwaard,3,1,0,897,0,0
29-9-2017,1227,Kromme Rijn,4,3,2,899,0,0
29-9-2017,1227,Padualaan,5,5,0,901,0,0
29-9-2017,1227,Heidelberglaan,6,4,0,903,0,0
29-9-2017,1227,UMC,7,0,0,904,0,0
29-9-2017,1227,WKZ,8,1,0,905,0,0
1-9-2017,1228,WKZ,0,0,1,904,0,0
1-9-2017,1228,UMC,1,0,3,906,1,0.0
1-9-2017,1228,Heidelberglaan,2,0,22,907,4,0.0
1-9-2017,1228,Padualaan,3,0,46,911,26,0.0
1-9-2017,1228,Kromme Rijn,4,0,0,912,72,0.0
1-9-2017,1228,Galgenwaard,5,0,2,914,72,0.0
1-9-2017,1228,Vaartsche Rijn,7,3,1,917,74,0.04054054054054054
1-9-2017,1228,Centraal Station,8,72,0,922,72,1.0
4-9-2017,1228,WKZ,0,0,1,906,0,0
4-9-2017,1228,UMC,1,0,9,908,1,0.0
4-9-2017,1228,Heidelberglaan,2,0,48,909,10,0.0
4-9-2017,1228,Padualaan,3,0,54,913,58,0.0
4-9-2017,1228,Kromme Rijn,4,1,0,915,112,0.008928571428571428
4-9-2017,1228,Galgenwaard,5,1,10,917,111,0.009009009009009009
4-9-2017,1228,Vaartsche Rijn,7,5,4,921,120,0.041666666666666664
4-9-2017,1228,Centraal Station,8,119,0,926,119,1.0
5-9-2017,1228,WKZ,0,0,0,906,0,0
5-9-2017,1228,UMC,1,0,23,910,0,0
5-9-2017,1228,Heidelberglaan,2,0,83,912,23,0.0
5-9-2017,1228,Padualaan,3,2,27,915,106,0.018867924528301886
5-9-2017,1228,Kromme Rijn,4,0,8,917,131,0.0
5-9-2017,1228,Galgenwaard,5,2,7,920,139,0.014388489208633094
5-9-2017,1228,Vaartsche Rijn,7,5,3,926,144,0.034722222222222224
5-9-2017,1228,Centraal Station,8,141,0,930,142,0.9929577464788732
6-9-2017,1228,WKZ,0,0,2,905,0,0
6-9-2017,1228,UMC,1,0,2,907,2,0.0
6-9-2017,1228,Heidelberglaan,2,0,16,911,4,0.0
6-9-2017,1228,Padualaan,3,0,6,914,20,0.0
6-9-2017,1228,Kromme Rijn,4,0,7,917,26,0.0
6-9-2017,1228,Galgenwaard,5,1,1,919,33,0.030303030303030304
6-9-2017,1228,Vaartsche Rijn,7,4,8,921,33,0.12121212121212122
6-9-2017,1228,Centraal Station,8,38,0,926,37,1.027027027027027
7-9-2017,1228,WKZ,0,0,0,905,0,0
7-9-2017,1228,UMC,1,0,0,907,0,0
7-9-2017,1228,Heidelberglaan,2,0,80,909,0,0
7-9-2017,1228,Padualaan,3,1,0,911,80,0.0125
7-9-2017,1228,Kromme Rijn,4,0,6,913,79,0.0
7-9-2017,1228,Galgenwaard,5,5,6,917,85,0.058823529411764705
7-9-2017,1228,Vaartsche Rijn,7,8,10,919,86,0.09302325581395349
7-9-2017,1228,Centraal Station,8,84,0,925,88,0.9545454545454546
8-9-2017,1228,WKZ,0,0,3,908,0,0
8-9-2017,1228,UMC,1,0,28,911,3,0.0
8-9-2017,1228,Heidelberglaan,2,1,84,913,31,0.03225806451612903
8-9-2017,1228,Padualaan,3,0,0,916,114,0.0
8-9-2017,1228,Kromme Rijn,4,0,0,917,114,0.0
8-9-2017,1228,Galgenwaard,5,2,9,921,114,0.017543859649122806
8-9-2017,1228,Vaartsche Rijn,7,7,10,925,121,0.05785123966942149
8-9-2017,1228,Centraal Station,8,118,0,931,124,0.9516129032258065
11-9-2017,1228,WKZ,0,0,3,908,0,0
11-9-2017,1228,UMC,1,0,0,910,3,0.0
11-9-2017,1228,Heidelberglaan,2,1,101,914,3,0.3333333333333333
11-9-2017,1228,Padualaan,3,0,1,916,103,0.0
11-9-2017,1228,Kromme Rijn,4,0,0,918,104,0.0
11-9-2017,1228,Galgenwaard,5,0,12,922,104,0.0
11-9-2017,1228,Vaartsche Rijn,7,11,13,925,116,0.09482758620689655
11-9-2017,1228,Centraal Station,8,114,0,931,118,0.9661016949152542
12-9-2017,1228,WKZ,0,0,0,909,0,0
12-9-2017,1228,UMC,1,0,0,911,0,0
12-9-2017,1228,Heidelberglaan,2,0,43,914,0,0
12-9-2017,1228,Padualaan,3,0,15,915,43,0.0
12-9-2017,1228,Kromme Rijn,4,2,0,917,58,0.034482758620689655
12-9-2017,1228,Galgenwaard,5,1,3,921,56,0.017857142857142856
12-9-2017,1228,Vaartsche Rijn,7,11,14,925,58,0.1896551724137931
12-9-2017,1228,Centraal Station,8,59,0,930,61,0.9672131147540983
14-9-2017,1228,WKZ,0,0,0,905,0,0
14-9-2017,1228,UMC,1,0,4,907,0,0
14-9-2017,1228,Heidelberglaan,2,0,53,910,4,0.0
14-9-2017,1228,Padualaan,3,0,62,912,57,0.0
14-9-2017,1228,Kromme Rijn,4,0,2,915,119,0.0
14-9-2017,1228,Galgenwaard,5,1,0,918,121,0.008264462809917356
14-9-2017,1228,Vaartsche Rijn,7,18,27,922,120,0.15
14-9-2017,1228,Centraal Station,8,125,0,928,129,0.9689922480620154
15-9-2017,1228,WKZ,0,0,2,906,0,0
15-9-2017,1228,UMC,1,0,14,908,2,0.0
15-9-2017,1228,Heidelberglaan,2,0,63,910,16,0.0
15-9-2017,1228,Padualaan,3,0,44,913,79,0.0
15-9-2017,1228,Kromme Rijn,4,0,19,916,123,0.0
15-9-2017,1228,Galgenwaard,5,2,0,919,142,0.014084507042253521
15-9-2017,1228,Vaartsche Rijn,7,16,27,922,140,0.11428571428571428
15-9-2017,1228,Centraal Station,8,138,0,928,151,0.9139072847682119
18-9-2017,1228,WKZ,0,0,3,909,0,0
18-9-2017,1228,UMC,1,0,36,911,3,0.0
18-9-2017,1228,Heidelberglaan,2,0,96,912,39,0.0
18-9-2017,1228,Padualaan,3,0,10,915,135,0.0
18-9-2017,1228,Kromme Rijn,4,1,7,918,145,0.006896551724137931
18-9-2017,1228,Galgenwaard,5,5,2,920,151,0.033112582781456956
18-9-2017,1228,Vaartsche Rijn,7,20,27,923,148,0.13513513513513514
18-9-2017,1228,Centraal Station,8,142,0,927,155,0.9161290322580645
19-9-2017,1228,WKZ,0,0,3,906,0,0
19-9-2017,1228,UMC,1,0,28,908,3,0.0
19-9-2017,1228,Heidelberglaan,2,0,69,911,31,0.0
19-9-2017,1228,Padualaan,3,0,26,915,100,0.0
19-9-2017,1228,Kromme Rijn,4,0,0,916,126,0.0
19-9-2017,1228,Galgenwaard,5,1,0,919,126,0.007936507936507936
19-9-2017,1228,Vaartsche Rijn,7,29,28,923,125,0.232
19-9-2017,1228,Centraal Station,8,116,0,924,124,0.9354838709677419
20-9-2017,1228,WKZ,0,0,1,905,0,0
20-9-2017,1228,UMC,1,0,36,908,1,0.0
20-9-2017,1228,Heidelberglaan,2,0,186,909,37,0.0
20-9-2017,1228,Padualaan,3,1,1,912,223,0.004484304932735426
20-9-2017,1228,Kromme Rijn,4,0,0,914,223,0.0
20-9-2017,1228,Galgenwaard,5,2,2,917,223,0.008968609865470852
20-9-2017,1228,Vaartsche Rijn,7,32,30,922,223,0.14349775784753363
20-9-2017,1228,Centraal Station,8,218,0,927,221,0.9864253393665159
21-9-2017,1228,WKZ,0,0,2,904,0,0
21-9-2017,1228,UMC,1,0,13,907,2,0.0
21-9-2017,1228,Heidelberglaan,2,0,69,908,15,0.0
21-9-2017,1228,Padualaan,3,0,27,911,84,0.0
21-9-2017,1228,Kromme Rijn,4,0,6,913,111,0.0
21-9-2017,1228,Galgenwaard,5,2,1,916,117,0.017094017094017096
21-9-2017,1228,Vaartsche Rijn,7,36,31,919,116,0.3103448275862069
21-9-2017,1228,Centraal Station,8,110,0,924,111,0.990990990990991
22-9-2017,1228,WKZ,0,0,0,906,0,0
22-9-2017,1228,UMC,1,0,0,908,0,0
22-9-2017,1228,Heidelberglaan,2,0,57,909,0,0
22-9-2017,1228,Padualaan,3,0,58,913,57,0.0
22-9-2017,1228,Kromme Rijn,4,1,5,915,115,0.008695652173913044
22-9-2017,1228,Galgenwaard,5,4,1,917,119,0.03361344537815126
22-9-2017,1228,Vaartsche Rijn,7,36,32,920,116,0.3103448275862069
22-9-2017,1228,Centraal Station,8,113,0,925,112,1.0089285714285714
25-9-2017,1228,WKZ,0,0,1,904,0,0
25-9-2017,1228,UMC,1,0,14,906,1,0.0
25-9-2017,1228,Heidelberglaan,2,0,88,908,15,0.0
25-9-2017,1228,Padualaan,3,0,0,910,103,0.0
25-9-2017,1228,Kromme Rijn,4,0,0,912,103,0.0
25-9-2017,1228,Galgenwaard,5,1,4,915,103,0.009708737864077669
25-9-2017,1228,Vaartsche Rijn,7,38,36,919,106,0.3584905660377358
25-9-2017,1228,Centraal Station,8,106,0,924,104,1.0192307692307692
26-9-2017,1228,WKZ,0,0,1,904,0,0
26-9-2017,1228,UMC,1,0,8,906,1,0.0
26-9-2017,1228,Heidelberglaan,2,0,26,908,9,0.0
26-9-2017,1228,Padualaan,3,0,43,910,35,0.0
26-9-2017,1228,Kromme Rijn,4,0,8,912,78,0.0
26-9-2017,1228,Galgenwaard,5,1,2,914,86,0.011627906976744186
26-9-2017,1228,Vaartsche Rijn,7,39,43,917,87,0.4482758620689655
26-9-2017,1228,Centraal Station,8,91,0,921,91,1.0
27-9-2017,1228,WKZ,0,0,0,906,0,0
27-9-2017,1228,UMC,1,0,13,908,0,0
27-9-2017,1228,Heidelberglaan,2,0,52,910,13,0.0
27-9-2017,1228,Padualaan,3,0,38,912,65,0.0
27-9-2017,1228,Kromme Rijn,4,1,13,915,103,0.009708737864077669
27-9-2017,1228,Galgenwaard,5,0,3,918,115,0.0
27-9-2017,1228,Vaartsche Rijn,7,47,49,922,118,0.3983050847457627
27-9-2017,1228,Centraal Station,8,114,0,927,120,0.95
28-9-2017,1228,WKZ,0,0,1,904,0,0
28-9-2017,1228,UMC,1,0,30,907,1,0.0
28-9-2017,1228,Heidelberglaan,2,1,88,908,31,0.03225806451612903
28-9-2017,1228,Padualaan,3,1,15,911,118,0.00847457627118644
28-9-2017,1228,Kromme Rijn,4,1,0,913,132,0.007575757575757576
28-9-2017,1228,Galgenwaard,5,3,4,916,131,0.022900763358778626
28-9-2017,1228,Vaartsche Rijn,7,47,54,919,132,0.3560606060606061
28-9-2017,1228,Centraal Station,8,131,0,925,139,0.9424460431654677
29-9-2017,1228,WKZ,0,0,0,905,0,0
29-9-2017,1228,UMC,1,0,14,906,0,0
29-9-2017,1228,Heidelberglaan,2,0,71,907,14,0.0
29-9-2017,1228,Padualaan,3,2,43,911,85,0.023529411764705882
29-9-2017,1228,Kromme Rijn,4,0,0,912,126,0.0
29-9-2017,1228,Galgenwaard,5,1,1,916,126,0.007936507936507936
29-9-2017,1228,Vaartsche Rijn,7,42,55,919,126,0.3333333333333333
29-9-2017,1228,Centraal Station,8,126,0,923,139,0.9064748201438849
4-9-2017,1229,Centraal Station,0,0,65,898,0,0
4-9-2017,1229,Vaartsche Rijn,1,3,15,904,65,0.046153846153846156
4-9-2017,1229,Galgenwaard,3,0,2,908,77,0.0
4-9-2017,1229,Kromme Rijn,4,1,0,909,79,0.012658227848101266
4-9-2017,1229,Padualaan,5,33,0,911,78,0.4230769230769231
4-9-2017,1229,Heidelberglaan,6,42,0,913,45,0.9333333333333333
4-9-2017,1229,UMC,7,2,0,914,3,0.6666666666666666
4-9-2017,1229,WKZ,8,0,0,915,1,0.0
5-9-2017,1229,Centraal Station,0,0,25,895,0,0
5-9-2017,1229,Vaartsche Rijn,1,4,1,899,25,0.16
5-9-2017,1229,Galgenwaard,3,0,0,903,22,0.0
5-9-2017,1229,Kromme Rijn,4,0,0,904,22,0.0
5-9-2017,1229,Padualaan,5,5,0,907,22,0.22727272727272727
5-9-2017,1229,Heidelberglaan,6,15,0,910,17,0.8823529411764706
5-9-2017,1229,UMC,7,3,0,912,2,1.5
5-9-2017,1229,WKZ,8,0,0,915,0,0
6-9-2017,1229,Centraal Station,0,0,8,894,0,0
6-9-2017,1229,Vaartsche Rijn,1,7,1,899,8,0.875
6-9-2017,1229,Galgenwaard,3,0,11,903,2,0.0
6-9-2017,1229,Kromme Rijn,4,0,0,905,13,0.0
6-9-2017,1229,Padualaan,5,0,0,908,13,0.0
6-9-2017,1229,Heidelberglaan,6,5,0,910,13,0.38461538461538464
6-9-2017,1229,UMC,7,11,0,911,8,1.375
6-9-2017,1229,WKZ,8,0,0,913,0,0
7-9-2017,1229,Centraal Station,0,0,33,895,0,0
7-9-2017,1229,Vaartsche Rijn,1,10,2,900,33,0.30303030303030304
7-9-2017,1229,Galgenwaard,3,4,0,903,25,0.16
7-9-2017,1229,Kromme Rijn,4,1,0,906,21,0.047619047619047616
7-9-2017,1229,Padualaan,5,11,0,907,20,0.55
7-9-2017,1229,Heidelberglaan,6,13,0,909,9,1.4444444444444444
7-9-2017,1229,UMC,7,0,0,911,0,0
7-9-2017,1229,WKZ,8,0,0,912,0,0
8-9-2017,1229,Centraal Station,0,0,35,900,0,0
8-9-2017,1229,Vaartsche Rijn,1,13,6,905,35,0.37142857142857144
8-9-2017,1229,Galgenwaard,3,0,2,911,28,0.0
8-9-2017,1229,Kromme Rijn,4,0,0,912,30,0.0
8-9-2017,1229,Padualaan,5,15,0,915,30,0.5
8-9-2017,1229,Heidelberglaan,6,18,0,917,15,1.2
8-9-2017,1229,UMC,7,2,0,918,0,0
8-9-2017,1229,WKZ,8,3,0,920,0,0
11-9-2017,1229,Centraal Station,0,0,34,895,0,0
11-9-2017,1229,Vaartsche Rijn,1,17,9,900,34,0.5
11-9-2017,1229,Galgenwaard,3,0,1,904,26,0.0
11-9-2017,1229,Kromme Rijn,4,0,1,906,27,0.0
11-9-2017,1229,Padualaan,5,17,0,908,28,0.6071428571428571
11-9-2017,1229,Heidelberglaan,6,21,0,911,11,1.9090909090909092
11-9-2017,1229,UMC,7,0,0,912,0,0
11-9-2017,1229,WKZ,8,0,0,914,0,0
12-9-2017,1229,Centraal Station,0,0,47,897,0,0
12-9-2017,1229,Vaartsche Rijn,1,22,9,902,47,0.46808510638297873
12-9-2017,1229,Galgenwaard,3,0,3,905,34,0.0
12-9-2017,1229,Kromme Rijn,4,3,2,907,37,0.08108108108108109
12-9-2017,1229,Padualaan,5,21,0,909,36,0.5833333333333334
12-9-2017,1229,Heidelberglaan,6,19,0,911,15,1.2666666666666666
12-9-2017,1229,UMC,7,3,0,913,0,0
12-9-2017,1229,WKZ,8,1,0,914,0,0
13-9-2017,1229,Centraal Station,0,0,19,894,0,0
13-9-2017,1229,Vaartsche Rijn,1,28,8,899,19,1.4736842105263157
13-9-2017,1229,Galgenwaard,3,0,0,903,0,0
13-9-2017,1229,Kromme Rijn,4,2,0,904,0,0
13-9-2017,1229,Padualaan,5,7,4,906,0,0
13-9-2017,1229,Heidelberglaan,6,13,0,909,0,0
13-9-2017,1229,UMC,7,1,0,911,0,0
13-9-2017,1229,WKZ,8,4,0,913,0,0
14-9-2017,1229,Centraal Station,0,0,45,896,0,0
14-9-2017,1229,Vaartsche Rijn,1,33,19,902,45,0.7333333333333333
14-9-2017,1229,Galgenwaard,3,9,1,907,31,0.2903225806451613
14-9-2017,1229,Kromme Rijn,4,0,0,909,23,0.0
14-9-2017,1229,Padualaan,5,11,0,912,23,0.4782608695652174
14-9-2017,1229,Heidelberglaan,6,24,1,914,12,2.0
14-9-2017,1229,UMC,7,4,0,915,0,0
14-9-2017,1229,WKZ,8,1,0,917,0,0
15-9-2017,1229,Centraal Station,0,0,22,895,0,0
15-9-2017,1229,Vaartsche Rijn,1,36,19,900,22,1.6363636363636365
15-9-2017,1229,Galgenwaard,3,3,1,903,5,0.6
15-9-2017,1229,Kromme Rijn,4,1,3,905,3,0.3333333333333333
15-9-2017,1229,Padualaan,5,4,0,909,5,0.8
15-9-2017,1229,Heidelberglaan,6,11,0,911,1,11.0
15-9-2017,1229,UMC,7,2,0,912,0,0
15-9-2017,1229,WKZ,8,1,0,914,0,0
18-9-2017,1229,Centraal Station,0,0,46,895,0,0
18-9-2017,1229,Vaartsche Rijn,1,38,20,900,46,0.8260869565217391
18-9-2017,1229,Galgenwaard,3,2,1,904,28,0.07142857142857142
18-9-2017,1229,Kromme Rijn,4,2,3,906,27,0.07407407407407407
18-9-2017,1229,Padualaan,5,12,0,910,28,0.42857142857142855
18-9-2017,1229,Heidelberglaan,6,27,0,911,16,1.6875
18-9-2017,1229,UMC,7,4,0,913,0,0
18-9-2017,1229,WKZ,8,0,0,914,0,0
19-9-2017,1229,Centraal Station,0,0,59,894,0,0
19-9-2017,1229,Vaartsche Rijn,1,44,21,899,59,0.7457627118644068
19-9-2017,1229,Galgenwaard,3,2,0,903,36,0.05555555555555555
19-9-2017,1229,Kromme Rijn,4,1,0,905,34,0.029411764705882353
19-9-2017,1229,Padualaan,5,17,0,908,33,0.5151515151515151
19-9-2017,1229,Heidelberglaan,6,33,0,912,16,2.0625
19-9-2017,1229,UMC,7,1,0,913,0,0
19-9-2017,1229,WKZ,8,0,0,914,0,0
20-9-2017,1229,Centraal Station,0,0,2,896,0,0
20-9-2017,1229,Vaartsche Rijn,1,49,24,902,2,24.5
20-9-2017,1229,Galgenwaard,3,0,0,907,0,0
20-9-2017,1229,Kromme Rijn,4,2,0,909,0,0
20-9-2017,1229,Padualaan,5,4,0,911,0,0
20-9-2017,1229,Heidelberglaan,6,0,0,914,0,0
20-9-2017,1229,UMC,7,0,0,916,0,0
20-9-2017,1229,WKZ,8,0,0,918,0,0
21-9-2017,1229,Centraal Station,0,0,38,895,0,0
21-9-2017,1229,Vaartsche Rijn,1,51,23,900,38,1.3421052631578947
21-9-2017,1229,Galgenwaard,3,0,7,904,10,0.0
21-9-2017,1229,Kromme Rijn,4,4,0,905,17,0.23529411764705882
21-9-2017,1229,Padualaan,5,27,0,908,13,2.076923076923077
21-9-2017,1229,Heidelberglaan,6,12,0,910,0,0
21-9-2017,1229,UMC,7,2,0,912,0,0
21-9-2017,1229,WKZ,8,1,0,913,0,0
22-9-2017,1229,Centraal Station,0,0,22,895,0,0
22-9-2017,1229,Vaartsche Rijn,1,58,32,899,22,2.6363636363636362
22-9-2017,1229,Galgenwaard,3,0,0,903,0,0
22-9-2017,1229,Kromme Rijn,4,2,4,905,0,0
22-9-2017,1229,Padualaan,5,8,0,906,2,4.0
22-9-2017,1229,Heidelberglaan,6,4,0,908,0,0
22-9-2017,1229,UMC,7,3,0,909,0,0
22-9-2017,1229,WKZ,8,2,0,910,0,0
25-9-2017,1229,Centraal Station,0,0,26,895,0,0
25-9-2017,1229,Vaartsche Rijn,1,67,33,900,26,2.576923076923077
25-9-2017,1229,Galgenwaard,3,1,0,903,0,0
25-9-2017,1229,Kromme Rijn,4,0,0,905,0,0
25-9-2017,1229,Padualaan,5,6,0,907,0,0
25-9-2017,1229,Heidelberglaan,6,11,0,909,0,0
25-9-2017,1229,UMC,7,0,0,910,0,0
25-9-2017,1229,WKZ,8,0,0,911,0,0
26-9-2017,1229,Centraal Station,0,0,46,894,0,0
26-9-2017,1229,Vaartsche Rijn,1,70,33,900,46,1.5217391304347827
26-9-2017,1229,Galgenwaard,3,0,0,904,9,0.0
26-9-2017,1229,Kromme Rijn,4,5,1,906,9,0.5555555555555556
26-9-2017,1229,Padualaan,5,10,0,909,5,2.0
26-9-2017,1229,Heidelberglaan,6,24,0,911,0,0
26-9-2017,1229,UMC,7,4,0,912,0,0
26-9-2017,1229,WKZ,8,2,0,914,0,0
27-9-2017,1229,Centraal Station,0,0,40,893,0,0
27-9-2017,1229,Vaartsche Rijn,1,75,39,900,40,1.875
27-9-2017,1229,Galgenwaard,3,8,1,903,4,2.0
27-9-2017,1229,Kromme Rijn,4,0,2,905,0,0
27-9-2017,1229,Padualaan,5,10,0,908,2,5.0
27-9-2017,1229,Heidelberglaan,6,19,5,910,0,0
27-9-2017,1229,UMC,7,8,0,912,0,0
27-9-2017,1229,WKZ,8,2,0,913,0,0
28-9-2017,1229,Centraal Station,0,0,13,895,0,0
28-9-2017,1229,Vaartsche Rijn,1,73,34,900,13,5.615384615384615
28-9-2017,1229,Galgenwaard,3,0,0,905,0,0
28-9-2017,1229,Kromme Rijn,4,1,1,906,0,0
28-9-2017,1229,Padualaan,5,6,0,910,0,0
28-9-2017,1229,Heidelberglaan,6,4,0,911,0,0
28-9-2017,1229,UMC,7,1,0,913,0,0
28-9-2017,1229,WKZ,8,2,0,914,0,0
29-9-2017,1229,Centraal Station,0,0,9,894,0,0
29-9-2017,1229,Vaartsche Rijn,1,76,35,900,9,8.444444444444445
29-9-2017,1229,Galgenwaard,3,1,0,904,0,0
29-9-2017,1229,Kromme Rijn,4,1,5,905,0,0
29-9-2017,1229,Padualaan,5,0,1,907,4,0.0
29-9-2017,1229,Heidelberglaan,6,9,0,908,5,1.8
29-9-2017,1229,UMC,7,2,0,910,0,0
29-9-2017,1229,WKZ,8,0,0,911,0,0
1-9-2017,1230,WKZ,0,0,0,909,0,0
1-9-2017,1230,UMC,1,0,5,911,0,0
1-9-2017,1230,Heidelberglaan,2,0,10,912,5,0.0
1-9-2017,1230,Padualaan,3,0,13,914,15,0.0
1-9-2017,1230,Kromme Rijn,4,0,0,915,28,0.0
1-9-2017,1230,Galgenwaard,5,1,0,917,28,0.03571428571428571
1-9-2017,1230,Vaartsche Rijn,7,1,4,921,27,0.037037037037037035
1-9-2017,1230,Centraal Station,8,30,0,925,30,1.0
4-9-2017,1230,WKZ,0,0,0,909,0,0
4-9-2017,1230,UMC,1,0,0,911,0,0
4-9-2017,1230,Heidelberglaan,2,0,0,913,0,0
4-9-2017,1230,Padualaan,3,0,0,916,0,0
4-9-2017,1230,Kromme Rijn,4,0,0,918,0,0
4-9-2017,1230,Galgenwaard,5,0,0,920,0,0
4-9-2017,1230,Vaartsche Rijn,7,0,4,924,0,0
4-9-2017,1230,Centraal Station,8,0,0,928,4,0.0
5-9-2017,1230,WKZ,0,0,1,916,0,0
5-9-2017,1230,UMC,1,0,13,918,1,0.0
5-9-2017,1230,Heidelberglaan,2,0,33,920,14,0.0
5-9-2017,1230,Padualaan,3,0,61,923,47,0.0
5-9-2017,1230,Kromme Rijn,4,2,7,925,108,0.018518518518518517
5-9-2017,1230,Galgenwaard,5,7,7,928,113,0.061946902654867256
5-9-2017,1230,Vaartsche Rijn,7,4,6,931,113,0.035398230088495575
5-9-2017,1230,Centraal Station,8,111,0,937,115,0.9652173913043478
6-9-2017,1230,WKZ,0,0,0,910,0,0
6-9-2017,1230,UMC,1,0,1,912,0,0
6-9-2017,1230,Heidelberglaan,2,0,10,913,1,0.0
6-9-2017,1230,Padualaan,3,0,9,916,11,0.0
6-9-2017,1230,Kromme Rijn,4,1,1,918,20,0.05
6-9-2017,1230,Galgenwaard,5,0,1,920,20,0.0
6-9-2017,1230,Vaartsche Rijn,7,4,9,924,21,0.19047619047619047
6-9-2017,1230,Centraal Station,8,23,0,928,26,0.8846153846153846
7-9-2017,1230,WKZ,0,0,1,911,0,0
7-9-2017,1230,UMC,1,0,10,913,1,0.0
7-9-2017,1230,Heidelberglaan,2,0,79,915,11,0.0
7-9-2017,1230,Padualaan,3,0,1,917,90,0.0
7-9-2017,1230,Kromme Rijn,4,0,11,919,91,0.0
7-9-2017,1230,Galgenwaard,5,1,10,922,102,0.00980392156862745
7-9-2017,1230,Vaartsche Rijn,7,5,9,925,111,0.04504504504504504
7-9-2017,1230,Centraal Station,8,109,0,929,115,0.9478260869565217
8-9-2017,1230,WKZ,0,0,0,913,0,0
8-9-2017,1230,UMC,1,0,13,915,0,0
8-9-2017,1230,Heidelberglaan,2,0,57,917,13,0.0
8-9-2017,1230,Padualaan,3,0,63,921,70,0.0
8-9-2017,1230,Kromme Rijn,4,0,0,922,133,0.0
8-9-2017,1230,Galgenwaard,5,1,2,924,133,0.007518796992481203
8-9-2017,1230,Vaartsche Rijn,7,7,11,929,134,0.05223880597014925
8-9-2017,1230,Centraal Station,8,132,0,933,138,0.9565217391304348
11-9-2017,1230,WKZ,0,0,2,910,0,0
11-9-2017,1230,UMC,1,0,3,912,2,0.0
11-9-2017,1230,Heidelberglaan,2,1,72,915,5,0.2
11-9-2017,1230,Padualaan,3,0,58,919,76,0.0
11-9-2017,1230,Kromme Rijn,4,1,5,921,134,0.007462686567164179
11-9-2017,1230,Galgenwaard,5,2,2,924,138,0.014492753623188406
11-9-2017,1230,Vaartsche Rijn,7,12,12,927,138,0.08695652173913043
11-9-2017,1230,Centraal Station,8,134,0,932,138,0.9710144927536232
12-9-2017,1230,WKZ,0,0,0,909,0,0
12-9-2017,1230,UMC,1,0,8,911,0,0
12-9-2017,1230,Heidelberglaan,2,0,38,915,8,0.0
12-9-2017,1230,Padualaan,3,0,38,917,46,0.0
12-9-2017,1230,Kromme Rijn,4,0,20,919,84,0.0
12-9-2017,1230,Galgenwaard,5,5,1,923,104,0.04807692307692308
12-9-2017,1230,Vaartsche Rijn,7,7,12,927,100,0.07
12-9-2017,1230,Centraal Station,8,100,0,932,105,0.9523809523809523
13-9-2017,1230,WKZ,0,0,0,913,0,0
13-9-2017,1230,UMC,1,0,31,915,0,0
13-9-2017,1230,Heidelberglaan,2,1,74,918,31,0.03225806451612903
13-9-2017,1230,Padualaan,3,0,0,920,104,0.0
