stop,direction,time,average,sd,passenger_count,percentage_out
Padualaan,1,1080,1.1,3.148716312152369,9,0.0
Padualaan,1,1095,0.3684210526315789,0.6902530516863499,9,0.1111111111111111
Padualaan,1,1110,0.05263157894736842,0.22941573387056177,11,0.18181818181818182
Padualaan,1,1125,0.3,0.8337836621061816,11,0.2727272727272727
Padualaan,1,1140,0.05555555555555555,0.21821789023599236,6,0.0
Padualaan,1,1155,0.05263157894736842,0.22360679774997896,1,0.0
Padualaan,1,1170,0.05263157894736842,0.22941573387056177,9,0.2222222222222222
Padualaan,1,1185,0.05263157894736842,0.1767766952966369,8,0.0
Padualaan,1,1200,0.0,0.0,1,0.0
Padualaan,1,1215,0.07142857142857142,0.25,0,0
Padualaan,1,1230,0.0,0.0,3,0.3333333333333333
Padualaan,1,1245,0.0,0.0,10,0.4
Padualaan,1,1260,0.0,0.0,2,0.5
Padualaan,1,1275,0.0,0.0,2,0.0
WKZ,0,360,0.0,0.0,0,0
WKZ,0,375,0.07692307692307693,0.2773500981126146,0,0
WKZ,0,390,0.0,0.0,0,0
WKZ,0,405,0.4,0.7971624553976225,0,0
WKZ,0,420,0.47368421052631576,0.534983080621924,0,0
WKZ,0,435,1.45,0.972177900453343,0,0
WKZ,0,450,3.1,1.3272459911048724,0,0
WKZ,0,465,4.2,1.6462369677073085,0,0
WKZ,0,480,7.5,2.905695128914012,0,0
WKZ,0,495,4.85,1.8736319467245948,0,0
WKZ,0,510,4.3,2.5771816155182155,0,0
WKZ,0,525,2.9,1.420193350407744,0,0
WKZ,0,540,3.142857142857143,1.807318010296487,0,0
WKZ,0,555,3.380952380952381,1.7320508075688772,0,0
WKZ,0,570,3.0952380952380953,1.6570406543469989,0,0
WKZ,0,585,3.4761904761904763,1.7865037658214817,0,0
WKZ,0,600,1.5714285714285714,0.7749974954878386,0,0
WKZ,0,615,2.9047619047619047,1.8532319647822375,0,0
WKZ,0,630,5.0,3.2567066351479803,0,0
WKZ,0,645,7.476190476190476,6.859694852523377,0,0
WKZ,0,660,8.25,4.419110635952147,0,0
WKZ,0,675,2.0952380952380953,0.9463204468147676,0,0
WKZ,0,690,4.904761904761905,5.668976370268284,0,0
WKZ,0,705,3.9523809523809526,2.090452456969737,0,0
WKZ,0,720,6.285714285714286,4.830977733819693,0,0
WKZ,0,735,6.9523809523809526,5.684178847736982,0,0
WKZ,0,750,8.571428571428571,5.9023586673327335,0,0
WKZ,0,765,4.571428571428571,2.0964454217787134,0,0
WKZ,0,780,4.285714285714286,2.409484184444405,0,0
WKZ,0,795,4.095238095238095,2.0381054619115946,0,0
WKZ,0,810,10.19047619047619,12.94121123543564,0,0
WKZ,0,825,4.238095238095238,3.507251703705236,0,0
WKZ,0,840,4.095238095238095,1.9939868196287063,0,0
WKZ,0,855,4.333333333333333,3.1295405934024196,0,0
WKZ,0,870,3.7142857142857144,1.6196841122196093,0,0
WKZ,0,885,14.285714285714286,12.8665961223102,0,0
WKZ,0,900,6.523809523809524,6.013721957709219,0,0
WKZ,0,915,14.19047619047619,10.21782581847019,0,0
WKZ,0,930,11.142857142857142,7.583134823238475,0,0
WKZ,0,945,13.333333333333334,11.228954599204656,0,0
WKZ,0,960,21.666666666666668,14.54162659779122,0,0
WKZ,0,975,27.0,18.480365890451846,0,0
WKZ,0,990,35.857142857142854,20.60104086242694,0,0
WKZ,0,1005,19.38095238095238,14.418454256999581,0,0
WKZ,0,1020,32.61904761904762,21.505869055821805,0,0
WKZ,0,1035,23.0,20.880938954348892,0,0
WKZ,0,1050,25.333333333333332,20.637603155015444,0,0
WKZ,0,1065,4.65,2.0772962173142484,0,0
WKZ,0,1080,5.7,7.1798036067801165,0,0
WKZ,0,1095,4.85,3.781422968125299,0,0
WKZ,0,1110,2.6,2.6127890589687235,0,0
WKZ,0,1125,1.0526315789473684,1.6149882768933415,0,0
WKZ,0,1140,1.4,1.669363540059472,0,0
WKZ,0,1155,1.1578947368421053,1.4245138700910818,0,0
WKZ,0,1170,0.65,0.8750939799154206,0,0
WKZ,0,1185,1.105263157894737,1.7286711930171255,0,0
WKZ,0,1200,1.55,1.3168942730211068,0,0
WKZ,0,1215,0.6,0.7539370349250519,0,0
WKZ,0,1230,0.65,0.8750939799154206,0,0
WKZ,0,1245,0.4,1.2732056517228265,0,0
WKZ,0,1260,0.4,0.8825799501580878,0,0
WKZ,0,1275,0.4,0.5026246899500346,0,0
WKZ,1,375,0.0,0.0,1,1.0
WKZ,1,390,0.0,0.0,4,1.0
WKZ,1,405,0.0,0.0,0,0
WKZ,1,420,0.0,0.0,0,0
WKZ,1,435,0.0,0.0,0,0
WKZ,1,450,0.0,0.0,3,1.0
WKZ,1,465,0.0,0.0,4,1.0
WKZ,1,480,0.0,0.0,2,1.0
WKZ,1,495,0.0,0.0,2,1.0
WKZ,1,510,0.0,0.0,99,1.0
WKZ,1,525,0.0,0.0,0,0
WKZ,1,540,0.0,0.0,0,0
WKZ,1,555,0.0,0.0,0,0
WKZ,1,570,0.0,0.0,0,0
WKZ,1,585,0.0,0.0,1,1.0
WKZ,1,600,0.0,0.0,0,0
WKZ,1,615,0.0,0.0,2,1.0
WKZ,1,630,0.0,0.0,0,0
WKZ,1,645,0.0,0.0,0,0
WKZ,1,660,0.0,0.0,0,0
WKZ,1,675,0.0,0.0,0,0
WKZ,1,690,0.0,0.0,1,1.0
WKZ,1,705,0.0,0.0,1,1.0
WKZ,1,720,0.0,0.0,0,0
WKZ,1,735,0.0,0.0,0,0
WKZ,1,750,0.0,0.0,0,0
WKZ,1,765,0.0,0.0,0,0
WKZ,1,780,0.0,0.0,3,1.0
WKZ,1,795,0.0,0.0,0,0
WKZ,1,810,0.0,0.0,0,0
WKZ,1,825,0.0,0.0,1,1.0
WKZ,1,840,0.0,0.0,3,1.0
WKZ,1,855,0.0,0.0,1,1.0
WKZ,1,870,0.0,0.0,2,1.0
WKZ,1,885,0.0,0.0,1,1.0
WKZ,1,900,0.0,0.0,2,1.0
WKZ,1,915,0.0,0.0,0,0
WKZ,1,930,0.0,0.0,0,0
WKZ,1,945,0.0,0.0,0,0
WKZ,1,960,0.0,0.0,0,0
WKZ,1,975,0.0,0.0,0,0
WKZ,1,990,0.0,0.0,0,0
WKZ,1,1005,0.0,0.0,0,0
WKZ,1,1020,0.0,0.0,0,0
WKZ,1,1035,0.0,0.0,0,0
WKZ,1,1050,0.0,0.0,0,0
WKZ,1,1065,0.0,0.0,1,1.0
WKZ,1,1080,0.0,0.0,0,0
WKZ,1,1095,0.0,0.0,0,0
WKZ,1,1110,0.0,0.0,0,0
WKZ,1,1125,0.0,0.0,0,0
WKZ,1,1140,0.0,0.0,0,0
WKZ,1,1155,0.0,0.0,0,0
WKZ,1,1170,0.0,0.0,0,0
WKZ,1,1185,0.0,0.0,0,0
WKZ,1,1200,0.0,0.0,0,0
WKZ,1,1215,0.0,0.0,0,0
WKZ,1,1230,0.0,0.0,0,0
WKZ,1,1245,0.0,0.0,0,0
WKZ,1,1260,0.0,0.0,0,0
WKZ,1,1275,0.0,0.0,0,0
Heidelberglaan,0,360,3.8333333333333335,2.770644435548397,0,0
Heidelberglaan,0,375,7.0,1.4142135623730951,0,0
Heidelberglaan,0,390,5.25,1.3642978696377674,0,0
Heidelberglaan,0,405,4.8,3.237933063902926,1,0.0
Heidelberglaan,0,420,7.4,2.231735907604285,1,1.0
Heidelberglaan,0,435,13.75,3.057209662430814,1,0.0
Heidelberglaan,0,450,13.85,3.405481319032327,6,0.0
Heidelberglaan,0,465,16.0,3.5871196757345776,3,0.0
Heidelberglaan,0,480,13.0,3.6140145307446057,1,0.0
Heidelberglaan,0,495,13.0,3.0121742102995093,2,0.0
Heidelberglaan,0,510,11.95,3.725731263299553,0,0
Heidelberglaan,0,525,11.523809523809524,3.2785237453338585,0,0
Heidelberglaan,0,540,11.285714285714286,3.334534871165324,3,0.3333333333333333
Heidelberglaan,0,555,8.238095238095237,2.8276004618249106,2,0.0
Heidelberglaan,0,570,9.333333333333334,2.8327289175357975,1,0.0
Heidelberglaan,0,585,12.761904761904763,3.52176287854205,4,0.0
Heidelberglaan,0,600,11.238095238095237,3.6893818535817706,0,0
Heidelberglaan,0,615,20.05,5.0743766361607445,7,0.14285714285714285
Heidelberglaan,0,630,30.761904761904763,10.604032241268317,0,0
Heidelberglaan,0,645,73.04761904761905,20.345170270867996,10,0.0
Heidelberglaan,0,660,49.5,13.61749100903225,5,0.0
Heidelberglaan,0,675,40.285714285714285,10.214668837483643,1,0.0
Heidelberglaan,0,690,40.57142857142857,9.847104810337912,6,0.0
Heidelberglaan,0,705,62.142857142857146,12.650098813843313,4,0.0
Heidelberglaan,0,720,65.95238095238095,16.28551521912589,2,0.0
Heidelberglaan,0,735,69.66666666666667,14.69511404554569,4,0.0
Heidelberglaan,0,750,111.61904761904762,20.718833540285594,0,0
Heidelberglaan,0,765,170.61904761904762,33.93684512061253,6,0.0
Heidelberglaan,0,780,128.42857142857142,29.28655101566886,0,0
Heidelberglaan,0,795,69.66666666666667,13.738063865856207,10,0.0
Heidelberglaan,0,810,65.57142857142857,13.814560624063324,1,0.0
Heidelberglaan,0,825,78.42857142857143,17.137396268896655,0,0
Heidelberglaan,0,840,88.61904761904762,20.913835420255342,5,0.0
Heidelberglaan,0,855,86.80952380952381,16.16530164351018,11,0.0
Heidelberglaan,0,870,118.80952380952381,21.09063935714493,29,0.034482758620689655
Heidelberglaan,0,885,140.28571428571428,28.306050522720845,15,0.0
Heidelberglaan,0,900,178.66666666666666,37.89442481017477,11,0.0
Heidelberglaan,0,915,125.42857142857143,25.16297263472376,1,0.0
Heidelberglaan,0,930,114.42857142857143,21.155612495504357,0,0
Heidelberglaan,0,945,103.28571428571429,28.766203219949073,15,0.0
Heidelberglaan,0,960,125.42857142857143,21.595176831970885,12,0.0
Heidelberglaan,0,975,122.95238095238095,31.230722302722942,0,0
Heidelberglaan,0,990,125.04761904761905,27.388980064183276,16,0.0625
Heidelberglaan,0,1005,185.23809523809524,31.268690613107353,34,0.0
Heidelberglaan,0,1020,192.8095238095238,33.98939832706628,23,0.0
Heidelberglaan,0,1035,101.52380952380952,26.05857537643512,2,0.0
Heidelberglaan,0,1050,125.95238095238095,33.1058367924843,14,0.0
Heidelberglaan,0,1065,73.3,18.32443352318369,0,0
Heidelberglaan,0,1080,54.421052631578945,26.695943270406726,10,0.0
Heidelberglaan,0,1095,41.8,12.196641526097626,2,0.5
Heidelberglaan,0,1110,39.05,17.291583229268298,4,0.0
Heidelberglaan,0,1125,39.333333333333336,18.359305612252946,4,0.0
Heidelberglaan,0,1140,43.8,14.271722085370472,0,0
Heidelberglaan,0,1155,21.157894736842106,7.179952934242051,8,0.0
Heidelberglaan,0,1170,16.05,8.41253534840373,4,0.0
Heidelberglaan,0,1185,13.055555555555555,5.4175338672328,5,0.0
Heidelberglaan,0,1200,11.25,5.478529521165849,2,0.0
Heidelberglaan,0,1215,8.736842105263158,6.427735952392896,6,0.0
Heidelberglaan,0,1230,7.684210526315789,6.9517131550052955,2,0.0
Heidelberglaan,0,1245,7.928571428571429,10.69579356569675,0,0
Heidelberglaan,0,1260,8.6,4.8089659851317155,3,0.0
Heidelberglaan,0,1275,7.888888888888889,4.444281042747871,2,0.0
Heidelberglaan,0,1290,1.0,0.0,3,0.0
Heidelberglaan,1,375,0.0,0.0,9,0.2222222222222222
Heidelberglaan,1,390,0.0,0.0,8,0.125
Heidelberglaan,1,405,0.05,0.2,0,0
Heidelberglaan,1,420,0.15,0.24462302739504083,23,0.17391304347826086
Heidelberglaan,1,435,0.05,0.13608276348795434,13,0.8461538461538461
Heidelberglaan,1,450,0.05,0.125,43,0.5813953488372093
Heidelberglaan,1,465,0.15,0.20989507868443238,2,0.5
Heidelberglaan,1,480,0.05,0.1270001270001905,57,0.7017543859649122
Heidelberglaan,1,495,0.1,0.16899482177531733,1,1.0
Heidelberglaan,1,510,0.35,0.3907562235912973,84,0.8214285714285714
Heidelberglaan,1,525,0.35,0.3589514644713876,47,0.851063829787234
Heidelberglaan,1,540,0.23809523809523808,0.26477164751518606,105,0.8380952380952381
Heidelberglaan,1,555,0.23809523809523808,0.26854307776478736,29,0.5172413793103449
Heidelberglaan,1,570,0.5238095238095238,0.538910540732296,57,0.7719298245614035
Heidelberglaan,1,585,0.3333333333333333,0.3401136885760013,35,0.7428571428571429
Heidelberglaan,1,600,0.19047619047619047,0.2370435403783839,4,0.75
